location,age_group,year,week,date,value_0w,value_1w,value_2w,value_3w,value_4w,value_5w,value_6w,value_7w,value_8w,value_9w,value_10w,value_>10w
DE,00+,2021,40,2021-10-10,685,72.0,-14.0,-28.0,98.0,4.0,1.0,0.0,0.0,2.0,-2.0,
DE,00+,2021,41,2021-10-17,609,26.0,2.0,194.0,0.0,2.0,-4.0,1.0,-1.0,2.0,0.0,
DE,00+,2021,42,2021-10-24,822,140.0,23.0,7.0,3.0,2.0,9.0,0.0,0.0,0.0,2.0,
DE,00+,2021,43,2021-10-31,823,184.0,32.0,23.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,
DE,00+,2021,44,2021-11-07,842,162.0,31.0,-3.0,52.0,5.0,3.0,0.0,3.0,-1.0,0.0,
DE,00+,2021,45,2021-11-14,850,106.0,-82.0,170.0,-2.0,-3.0,0.0,2.0,0.0,-2.0,-1.0,
DE,00+,2021,46,2021-11-21,813,15.0,266.0,18.0,12.0,0.0,5.0,-5.0,-3.0,0.0,0.0,
DE,00+,2021,47,2021-11-28,896,162.0,26.0,3.0,0.0,11.0,-4.0,-3.0,-2.0,1.0,0.0,
DE,00+,2021,48,2021-12-05,882,146.0,55.0,0.0,-3.0,-6.0,-3.0,-4.0,-2.0,-1.0,0.0,
DE,00+,2021,49,2021-12-12,824,149.0,0.0,38.0,-10.0,-17.0,-6.0,-6.0,-5.0,-2.0,-1.0,
DE,00+,2021,50,2021-12-19,746,0.0,135.0,-33.0,-15.0,-14.0,-7.0,0.0,-2.0,-1.0,0.0,
DE,00+,2021,51,2021-12-26,0,697.0,-56.0,-39.0,-17.0,-12.0,-3.0,-3.0,-5.0,2.0,-1.0,
DE,00+,2021,52,2022-01-02,542,-46.0,-31.0,-9.0,-9.0,-5.0,-2.0,-1.0,-1.0,1.0,0.0,
DE,00+,2022,1,2022-01-09,500,81.0,-4.0,8.0,-7.0,7.0,2.0,-2.0,2.0,-2.0,0.0,
DE,00+,2022,2,2022-01-16,411,75.0,10.0,6.0,5.0,-6.0,1.0,-1.0,2.0,-1.0,0.0,
DE,00+,2022,3,2022-01-23,392,67.0,18.0,10.0,-1.0,2.0,2.0,3.0,3.0,1.0,-1.0,
DE,00+,2022,4,2022-01-30,436,55.0,24.0,-4.0,0.0,4.0,0.0,-2.0,0.0,1.0,-1.0,
DE,00+,2022,5,2022-02-06,457,82.0,9.0,6.0,-1.0,-4.0,1.0,-1.0,0.0,0.0,-1.0,
DE,00+,2022,6,2022-02-13,466,72.0,21.0,11.0,-3.0,-1.0,-1.0,-1.0,0.0,-1.0,3.0,
DE,00+,2022,7,2022-02-20,448,66.0,6.0,-1.0,4.0,3.0,-1.0,-3.0,1.0,-2.0,4.0,
DE,00+,2022,8,2022-02-27,476,74.0,16.0,2.0,1.0,1.0,-3.0,2.0,0.0,-1.0,-2.0,
DE,00+,2022,9,2022-03-06,470,80.0,26.0,7.0,1.0,-4.0,5.0,-5.0,0.0,0.0,2.0,
DE,00+,2022,10,2022-03-13,510,93.0,20.0,-1.0,3.0,7.0,-4.0,-1.0,3.0,3.0,0.0,
DE,00+,2022,11,2022-03-20,476,99.0,36.0,11.0,0.0,5.0,2.0,1.0,1.0,-1.0,1.0,
DE,00+,2022,12,2022-03-27,505,89.0,7.0,6.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,
DE,00+,2022,13,2022-04-03,521,72.0,11.0,10.0,-7.0,-4.0,4.0,2.0,-1.0,0.0,0.0,
DE,00+,2022,14,2022-04-10,423,73.0,47.0,9.0,-3.0,2.0,-4.0,0.0,0.0,2.0,1.0,
DE,00+,2022,15,2022-04-17,292,163.0,34.0,12.0,-7.0,6.0,0.0,0.0,0.0,0.0,0.0,
DE,00+,2022,16,2022-04-24,379,60.0,16.0,-2.0,-1.0,2.0,0.0,-2.0,1.0,0.0,3.0,
