"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE","00-04","seasonal_influenza",642,600,625,641,658,695,FALSE
"9","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE","00-04","seasonal_influenza",382,355,363,374,393,454,FALSE
"17","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE","00-04","seasonal_influenza",327,311,314,321,333,379,FALSE
"25","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE","00-04","seasonal_influenza",292,283,284,288,296,326,FALSE
"33","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE","00-04","seasonal_influenza",191,188,188,190,193,203,FALSE
"41","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE","05-14","seasonal_influenza",973,899,936,965,1001,1093,FALSE
"49","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE","05-14","seasonal_influenza",671,655,655,658,672,763,FALSE
"57","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE","05-14","seasonal_influenza",756,747,747,748,756,814,FALSE
"65","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE","05-14","seasonal_influenza",603,599,599,600,603,627,FALSE
"73","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE","05-14","seasonal_influenza",397,396,396,396,397,400,FALSE
"81","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE","15-34","seasonal_influenza",960,885,926,954,987,1065,FALSE
"89","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE","15-34","seasonal_influenza",625,593,609,621,638,680,FALSE
"97","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE","15-34","seasonal_influenza",547,525,535,543,555,585,FALSE
"105","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE","15-34","seasonal_influenza",489,476,481,487,494,517,FALSE
"113","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE","15-34","seasonal_influenza",448,442,444,446,450,461,FALSE
"121","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE","35-59","seasonal_influenza",767,719,746,764,784,832,FALSE
"129","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE","35-59","seasonal_influenza",473,451,458,468,482,527,FALSE
"137","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE","35-59","seasonal_influenza",436,423,427,432,441,471,FALSE
"145","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE","35-59","seasonal_influenza",374,367,368,371,376,398,FALSE
"153","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE","35-59","seasonal_influenza",350,348,349,350,351,353,FALSE
"161","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE","60-79","seasonal_influenza",269,248,260,268,277,299,FALSE
"169","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE","60-79","seasonal_influenza",151,147,149,151,153,157,FALSE
"177","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE","60-79","seasonal_influenza",152,149,151,152,154,156,FALSE
"185","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE","60-79","seasonal_influenza",133,132,132,133,134,136,FALSE
"193","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE","60-79","seasonal_influenza",109,109,109,109,110,112,FALSE
"201","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE","80+","seasonal_influenza",81,73,78,81,84,91,FALSE
"209","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE","80+","seasonal_influenza",82,76,80,82,84,88,FALSE
"217","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE","80+","seasonal_influenza",53,49,51,53,55,58,FALSE
"225","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE","80+","seasonal_influenza",58,55,56,58,59,61,FALSE
"233","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE","80+","seasonal_influenza",40,39,39,39,40,45,FALSE
"241","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE","00+","seasonal_influenza",3693,3450,3588,3678,3781,4019,FALSE
"249","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE","00+","seasonal_influenza",2388,2290,2338,2376,2425,2553,FALSE
"257","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE","00+","seasonal_influenza",2274,2213,2241,2266,2298,2384,FALSE
"265","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE","00+","seasonal_influenza",1952,1917,1932,1946,1965,2017,FALSE
"273","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE","00+","seasonal_influenza",1535,1524,1529,1534,1540,1557,FALSE
"281","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE-BB","00+","seasonal_influenza",53,45,47,50,56,76,FALSE
"289","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE-BB","00+","seasonal_influenza",34,32,32,32,34,43,FALSE
"297","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE-BB","00+","seasonal_influenza",21,20,20,20,21,25,FALSE
"305","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE-BB","00+","seasonal_influenza",23,23,23,23,23,27,FALSE
"313","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE-BB","00+","seasonal_influenza",23,23,23,23,23,26,FALSE
"321","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE-BE","00+","seasonal_influenza",67,60,62,65,70,87,FALSE
"329","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE-BE","00+","seasonal_influenza",60,57,57,57,59,87,FALSE
"337","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE-BE","00+","seasonal_influenza",67,65,65,65,66,86,FALSE
"345","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE-BE","00+","seasonal_influenza",59,58,58,58,58,71,FALSE
"353","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE-BE","00+","seasonal_influenza",78,77,77,77,77,83,FALSE
"361","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE-BW","00+","seasonal_influenza",244,222,231,240,252,285,FALSE
"369","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE-BW","00+","seasonal_influenza",146,137,139,143,149,169,FALSE
"377","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE-BW","00+","seasonal_influenza",146,141,142,144,148,162,FALSE
"385","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE-BW","00+","seasonal_influenza",101,98,98,99,101,112,FALSE
"393","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE-BW","00+","seasonal_influenza",74,73,73,73,75,79,FALSE
"401","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE-BY","00+","seasonal_influenza",1255,1169,1218,1250,1287,1372,FALSE
"409","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE-BY","00+","seasonal_influenza",919,871,889,909,938,1027,FALSE
"417","KIT-simple_nowcast","inc case","2022-11-13","2022-10-30","DE-BY","00+","seasonal_influenza",892,863,867,878,902,1001,FALSE
"425","KIT-simple_nowcast","inc case","2022-11-13","2022-10-23","DE-BY","00+","seasonal_influenza",638,625,625,626,636,724,FALSE
"433","KIT-simple_nowcast","inc case","2022-11-13","2022-10-16","DE-BY","00+","seasonal_influenza",597,594,594,594,596,624,FALSE
"441","KIT-simple_nowcast","inc case","2022-11-13","2022-11-13","DE-HB","00+","seasonal_influenza",39,39,39,39,39,39,FALSE
"449","KIT-simple_nowcast","inc case","2022-11-13","2022-11-06","DE-HB","00+","seasonal_influenza",15,15,15,15,15,15,FALSE
