model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.25,q0.5,q0.75,q0.975,retrospective
KIT-simple_nowcast,inc case,2023-02-12,2023-02-12,DE,00-04,seasonal_influenza_survstat,234,206,220,231,245,282,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-05,DE,00-04,seasonal_influenza_survstat,199,188,192,197,204,223,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-29,DE,00-04,seasonal_influenza_survstat,254,245,249,252,258,273,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-22,DE,00-04,seasonal_influenza_survstat,341,335,337,340,344,357,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-15,DE,00-04,seasonal_influenza_survstat,635,631,632,633,636,646,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-12,DE,05-14,seasonal_influenza_survstat,554,500,528,549,575,640,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-05,DE,05-14,seasonal_influenza_survstat,346,328,335,342,354,387,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-29,DE,05-14,seasonal_influenza_survstat,310,299,303,308,315,335,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-22,DE,05-14,seasonal_influenza_survstat,311,304,307,309,314,326,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-15,DE,05-14,seasonal_influenza_survstat,438,434,435,437,439,445,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-12,DE,15-34,seasonal_influenza_survstat,610,556,583,603,630,698,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-05,DE,15-34,seasonal_influenza_survstat,516,499,506,513,523,550,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-29,DE,15-34,seasonal_influenza_survstat,461,449,454,459,465,483,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-22,DE,15-34,seasonal_influenza_survstat,590,582,585,589,593,605,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-15,DE,15-34,seasonal_influenza_survstat,1303,1298,1300,1303,1306,1314,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-12,DE,35-59,seasonal_influenza_survstat,650,599,625,645,670,733,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-05,DE,35-59,seasonal_influenza_survstat,662,645,652,659,669,696,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-29,DE,35-59,seasonal_influenza_survstat,648,637,641,646,652,670,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-22,DE,35-59,seasonal_influenza_survstat,750,742,745,749,753,765,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-15,DE,35-59,seasonal_influenza_survstat,1571,1566,1568,1570,1573,1580,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-12,DE,60-79,seasonal_influenza_survstat,270,245,257,267,279,312,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-05,DE,60-79,seasonal_influenza_survstat,277,267,271,275,281,297,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-29,DE,60-79,seasonal_influenza_survstat,302,295,298,301,305,317,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-22,DE,60-79,seasonal_influenza_survstat,447,442,444,446,449,458,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-15,DE,60-79,seasonal_influenza_survstat,1196,1192,1193,1195,1197,1203,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-12,DE,80+,seasonal_influenza_survstat,144,129,136,142,149,170,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-02-05,DE,80+,seasonal_influenza_survstat,158,152,154,156,160,172,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-29,DE,80+,seasonal_influenza_survstat,153,149,150,152,155,164,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-22,DE,80+,seasonal_influenza_survstat,333,330,331,332,335,342,FALSE
KIT-simple_nowcast,inc case,2023-02-12,2023-01-15,DE,80+,seasonal_influenza_survstat,866,864,864,865,867,873,FALSE
