model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.25,q0.5,q0.75,q0.975,retrospective
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE,00-04,seasonal_influenza_survstat,276,249,263,274,287,320,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE,00-04,seasonal_influenza_survstat,258,248,253,257,262,275,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE,00-04,seasonal_influenza_survstat,223,218,220,223,226,233,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE,00-04,seasonal_influenza_survstat,191,187,189,190,192,198,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE,00-04,seasonal_influenza_survstat,247,245,246,247,248,252,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE,05-14,seasonal_influenza_survstat,726,656,693,719,752,830,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE,05-14,seasonal_influenza_survstat,603,579,590,599,612,645,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE,05-14,seasonal_influenza_survstat,523,511,517,522,528,545,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE,05-14,seasonal_influenza_survstat,333,327,330,332,336,345,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE,05-14,seasonal_influenza_survstat,306,303,304,305,307,312,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE,15-34,seasonal_influenza_survstat,694,638,667,689,716,783,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE,15-34,seasonal_influenza_survstat,651,635,642,649,657,678,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE,15-34,seasonal_influenza_survstat,572,563,567,571,575,587,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE,15-34,seasonal_influenza_survstat,509,503,506,508,511,518,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE,15-34,seasonal_influenza_survstat,452,450,451,452,453,457,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE,35-59,seasonal_influenza_survstat,786,733,761,781,805,864,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE,35-59,seasonal_influenza_survstat,730,716,722,728,736,755,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE,35-59,seasonal_influenza_survstat,617,609,613,616,621,632,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE,35-59,seasonal_influenza_survstat,652,647,650,652,654,661,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE,35-59,seasonal_influenza_survstat,643,641,642,643,644,648,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE,60-79,seasonal_influenza_survstat,192,175,183,190,199,223,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE,60-79,seasonal_influenza_survstat,245,239,242,244,248,257,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE,60-79,seasonal_influenza_survstat,243,239,240,242,244,250,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE,60-79,seasonal_influenza_survstat,269,267,268,269,270,274,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE,60-79,seasonal_influenza_survstat,298,297,297,298,299,301,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE,80+,seasonal_influenza_survstat,109,99,104,108,113,127,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE,80+,seasonal_influenza_survstat,124,121,122,123,125,131,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE,80+,seasonal_influenza_survstat,131,129,129,130,132,136,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE,80+,seasonal_influenza_survstat,153,152,152,153,154,156,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE,80+,seasonal_influenza_survstat,149,149,149,149,150,151,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE,00+,seasonal_influenza_survstat,2781,2552,2669,2758,2867,3139,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE,00+,seasonal_influenza_survstat,2613,2542,2574,2603,2641,2743,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE,00+,seasonal_influenza_survstat,2312,2274,2292,2307,2326,2377,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE,00+,seasonal_influenza_survstat,2112,2092,2102,2110,2120,2145,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE,00+,seasonal_influenza_survstat,2094,2085,2090,2093,2098,2109,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE-BB,00+,seasonal_influenza_survstat,56,48,49,52,59,81,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE-BB,00+,seasonal_influenza_survstat,60,57,57,57,58,87,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE-BB,00+,seasonal_influenza_survstat,76,73,73,73,74,98,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE-BB,00+,seasonal_influenza_survstat,116,114,114,114,115,132,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE-BB,00+,seasonal_influenza_survstat,126,125,125,125,125,134,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE-BE,00+,seasonal_influenza_survstat,148,144,145,147,149,156,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE-BE,00+,seasonal_influenza_survstat,123,122,122,122,123,126,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE-BE,00+,seasonal_influenza_survstat,92,92,92,92,92,94,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE-BE,00+,seasonal_influenza_survstat,111,111,111,111,111,113,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE-BE,00+,seasonal_influenza_survstat,107,107,107,107,107,108,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE-BW,00+,seasonal_influenza_survstat,460,434,446,456,469,504,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE-BW,00+,seasonal_influenza_survstat,367,364,364,366,368,376,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE-BW,00+,seasonal_influenza_survstat,330,328,328,329,330,336,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE-BW,00+,seasonal_influenza_survstat,294,293,293,293,294,298,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE-BW,00+,seasonal_influenza_survstat,241,241,241,241,241,243,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE-BY,00+,seasonal_influenza_survstat,535,499,519,533,549,588,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE-BY,00+,seasonal_influenza_survstat,613,597,605,611,620,642,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE-BY,00+,seasonal_influenza_survstat,537,528,531,535,540,555,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE-BY,00+,seasonal_influenza_survstat,472,466,468,471,474,483,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE-BY,00+,seasonal_influenza_survstat,541,538,539,540,542,548,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-26,DE-HB,00+,seasonal_influenza_survstat,5,4,4,4,4,10,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-19,DE-HB,00+,seasonal_influenza_survstat,6,6,6,6,6,7,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-12,DE-HB,00+,seasonal_influenza_survstat,5,5,5,5,5,6,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-02-05,DE-HB,00+,seasonal_influenza_survstat,7,7,7,7,7,8,FALSE
KIT-simple_nowcast,inc case,2023-02-26,2023-01-29,DE-HB,00+,seasonal_influenza_survstat,2,2,2,2,2,2,FALSE
