"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-epinowcast","inc case","2023-04-02","2023-03-12","DE","00+","seasonal_influenza",3238,3238,3238,3238,3238,3238,FALSE
"2","KIT-epinowcast","inc case","2023-04-02","2023-03-19","DE","00+","seasonal_influenza",3570.757,3565,3568,3570,3573,3581,FALSE
"3","KIT-epinowcast","inc case","2023-04-02","2023-03-26","DE","00+","seasonal_influenza",3878.562,3852,3866,3875,3887,3924.025,FALSE
"4","KIT-epinowcast","inc case","2023-04-02","2023-04-02","DE","00+","seasonal_influenza",2873.213,2666,2749,2826.5,2949,3340.25,FALSE
"11","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE","00-04","seasonal_influenza",413,384,399,410,424,457,FALSE
"9","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE","00-04","seasonal_influenza",456,444,449,454,461,481,FALSE
"17","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE","00-04","seasonal_influenza",457,449,452,455,460,472,FALSE
"25","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE","00-04","seasonal_influenza",365,361,363,364,367,373,FALSE
"33","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE","00-04","seasonal_influenza",302,300,300,301,302,305,FALSE
"41","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE","05-14","seasonal_influenza",976,893,937,969,1007,1100,FALSE
"49","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE","05-14","seasonal_influenza",1367,1312,1334,1356,1389,1485,FALSE
"57","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE","05-14","seasonal_influenza",1255,1222,1234,1248,1268,1328,FALSE
"65","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE","05-14","seasonal_influenza",954,937,943,950,960,992,FALSE
"73","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE","05-14","seasonal_influenza",730,724,726,728,732,743,FALSE
"81","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE","15-34","seasonal_influenza",696,654,676,693,712,759,FALSE
"89","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE","15-34","seasonal_influenza",1006,987,996,1004,1014,1039,FALSE
"97","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE","15-34","seasonal_influenza",873,862,867,871,877,892,FALSE
"105","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE","15-34","seasonal_influenza",818,812,815,817,820,828,FALSE
"113","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE","15-34","seasonal_influenza",812,809,810,812,813,817,FALSE
"121","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE","35-59","seasonal_influenza",641,605,625,638,654,692,FALSE
"129","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE","35-59","seasonal_influenza",904,890,897,903,909,926,FALSE
"137","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE","35-59","seasonal_influenza",808,800,804,807,811,822,FALSE
"145","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE","35-59","seasonal_influenza",820,815,817,819,822,829,FALSE
"153","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE","35-59","seasonal_influenza",736,734,735,736,737,740,FALSE
"161","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE","60-79","seasonal_influenza",119,110,114,118,122,134,FALSE
"169","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE","60-79","seasonal_influenza",162,159,160,162,164,170,FALSE
"177","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE","60-79","seasonal_influenza",165,163,164,165,166,170,FALSE
"185","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE","60-79","seasonal_influenza",202,201,201,202,203,206,FALSE
"193","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE","60-79","seasonal_influenza",194,193,193,193,194,196,FALSE
"201","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE","80+","seasonal_influenza",60,55,58,60,62,69,FALSE
"209","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE","80+","seasonal_influenza",66,65,65,66,67,70,FALSE
"217","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE","80+","seasonal_influenza",74,73,73,74,74,77,FALSE
"225","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE","80+","seasonal_influenza",114,113,113,113,114,116,FALSE
"233","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE","80+","seasonal_influenza",95,95,95,95,95,97,FALSE
"241","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE","00+","seasonal_influenza",2872,2695,2789,2857,2939,3138,FALSE
"249","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE","00+","seasonal_influenza",3936,3862,3897,3926,3964,4064,FALSE
"257","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE","00+","seasonal_influenza",3616,3576,3595,3611,3632,3685,FALSE
"265","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE","00+","seasonal_influenza",3265,3243,3254,3262,3273,3302,FALSE
"273","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE","00+","seasonal_influenza",2866,2856,2861,2865,2870,2882,FALSE
"281","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-BB","00+","seasonal_influenza",135,117,120,128,141,191,FALSE
"289","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-BB","00+","seasonal_influenza",158,148,148,148,155,226,FALSE
"297","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-BB","00+","seasonal_influenza",120,114,114,114,117,170,FALSE
"305","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-BB","00+","seasonal_influenza",118,115,115,115,117,147,FALSE
"313","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-BB","00+","seasonal_influenza",74,73,73,73,74,84,FALSE
"321","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-BE","00+","seasonal_influenza",150,147,148,149,151,158,FALSE
"329","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-BE","00+","seasonal_influenza",208,208,208,208,208,210,FALSE
"337","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-BE","00+","seasonal_influenza",178,178,178,178,178,179,FALSE
"345","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-BE","00+","seasonal_influenza",130,130,130,130,130,130,FALSE
"353","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-BE","00+","seasonal_influenza",130,130,130,130,130,130,FALSE
"361","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-BW","00+","seasonal_influenza",330,316,323,328,336,355,FALSE
"369","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-BW","00+","seasonal_influenza",414,412,412,413,415,419,FALSE
"377","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-BW","00+","seasonal_influenza",440,439,439,440,441,444,FALSE
"385","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-BW","00+","seasonal_influenza",440,439,439,439,440,442,FALSE
"393","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-BW","00+","seasonal_influenza",442,442,442,442,442,444,FALSE
"401","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-BY","00+","seasonal_influenza",604,571,590,602,616,649,FALSE
"409","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-BY","00+","seasonal_influenza",814,794,804,811,822,848,FALSE
"417","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-BY","00+","seasonal_influenza",748,735,741,746,753,771,FALSE
"425","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-BY","00+","seasonal_influenza",679,671,674,677,681,692,FALSE
"433","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-BY","00+","seasonal_influenza",635,632,633,635,637,642,FALSE
"441","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-HB","00+","seasonal_influenza",8,7,7,7,8,12,FALSE
"449","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-HB","00+","seasonal_influenza",21,21,21,21,21,25,FALSE
"457","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-HB","00+","seasonal_influenza",8,8,8,8,8,10,FALSE
"465","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-HB","00+","seasonal_influenza",11,11,11,11,11,12,FALSE
"473","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-HB","00+","seasonal_influenza",5,5,5,5,5,5,FALSE
"481","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-HE","00+","seasonal_influenza",229,218,223,227,233,249,FALSE
"489","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-HE","00+","seasonal_influenza",322,318,319,321,324,335,FALSE
"497","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-HE","00+","seasonal_influenza",253,251,251,252,254,262,FALSE
"505","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-HE","00+","seasonal_influenza",300,299,299,300,301,305,FALSE
"513","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-HE","00+","seasonal_influenza",266,265,265,265,266,268,FALSE
"521","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-HH","00+","seasonal_influenza",66,59,62,65,69,83,FALSE
"529","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-HH","00+","seasonal_influenza",115,112,113,114,116,122,FALSE
"537","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-HH","00+","seasonal_influenza",74,73,73,74,75,79,FALSE
"545","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-HH","00+","seasonal_influenza",111,110,110,110,111,114,FALSE
"553","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-HH","00+","seasonal_influenza",60,60,60,60,60,62,FALSE
"561","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-MV","00+","seasonal_influenza",38,37,37,38,39,43,FALSE
"569","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-MV","00+","seasonal_influenza",60,60,60,60,60,61,FALSE
"577","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-MV","00+","seasonal_influenza",53,53,53,53,53,54,FALSE
"585","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-MV","00+","seasonal_influenza",32,32,32,32,32,32,FALSE
"593","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-MV","00+","seasonal_influenza",31,31,31,31,31,31,FALSE
"601","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-NI","00+","seasonal_influenza",183,165,174,181,190,212,FALSE
"609","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-NI","00+","seasonal_influenza",235,231,231,233,236,252,FALSE
"617","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-NI","00+","seasonal_influenza",250,250,250,250,251,253,FALSE
"625","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-NI","00+","seasonal_influenza",187,187,187,187,187,189,FALSE
"633","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-NI","00+","seasonal_influenza",153,153,153,153,153,154,FALSE
"641","KIT-simple_nowcast","inc case","2023-04-02","2023-04-02","DE-NW","00+","seasonal_influenza",648,584,614,640,673,759,FALSE
"649","KIT-simple_nowcast","inc case","2023-04-02","2023-03-26","DE-NW","00+","seasonal_influenza",932,906,916,927,942,985,FALSE
"657","KIT-simple_nowcast","inc case","2023-04-02","2023-03-19","DE-NW","00+","seasonal_influenza",861,846,852,858,867,893,FALSE
"665","KIT-simple_nowcast","inc case","2023-04-02","2023-03-12","DE-NW","00+","seasonal_influenza",747,739,742,745,750,764,FALSE
"673","KIT-simple_nowcast","inc case","2023-04-02","2023-03-05","DE-NW","00+","seasonal_influenza",635,632,633,634,636,642,FALSE
