"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2023-04-09","2023-04-09","DE","00-04","seasonal_influenza",250,230,240,248,257,280,FALSE
"9","KIT-simple_nowcast","inc case","2023-04-09","2023-04-02","DE","00-04","seasonal_influenza",400,391,395,399,404,420,FALSE
"17","KIT-simple_nowcast","inc case","2023-04-09","2023-03-26","DE","00-04","seasonal_influenza",455,448,450,453,457,471,FALSE
"25","KIT-simple_nowcast","inc case","2023-04-09","2023-03-19","DE","00-04","seasonal_influenza",453,449,451,452,455,461,FALSE
"33","KIT-simple_nowcast","inc case","2023-04-09","2023-03-12","DE","00-04","seasonal_influenza",363,361,362,362,364,366,FALSE
"41","KIT-simple_nowcast","inc case","2023-04-09","2023-04-09","DE","05-14","seasonal_influenza",550,509,531,547,566,612,FALSE
"49","KIT-simple_nowcast","inc case","2023-04-09","2023-04-02","DE","05-14","seasonal_influenza",933,912,920,929,941,978,FALSE
"57","KIT-simple_nowcast","inc case","2023-04-09","2023-03-26","DE","05-14","seasonal_influenza",1328,1314,1319,1325,1333,1359,FALSE
"65","KIT-simple_nowcast","inc case","2023-04-09","2023-03-19","DE","05-14","seasonal_influenza",1229,1222,1224,1227,1231,1246,FALSE
"73","KIT-simple_nowcast","inc case","2023-04-09","2023-03-12","DE","05-14","seasonal_influenza",941,939,939,941,943,949,FALSE
"81","KIT-simple_nowcast","inc case","2023-04-09","2023-04-09","DE","15-34","seasonal_influenza",391,361,377,389,403,436,FALSE
"89","KIT-simple_nowcast","inc case","2023-04-09","2023-04-02","DE","15-34","seasonal_influenza",709,691,699,707,716,740,FALSE
"97","KIT-simple_nowcast","inc case","2023-04-09","2023-03-26","DE","15-34","seasonal_influenza",1001,988,994,999,1006,1024,FALSE
"105","KIT-simple_nowcast","inc case","2023-04-09","2023-03-19","DE","15-34","seasonal_influenza",868,861,864,867,871,880,FALSE
"113","KIT-simple_nowcast","inc case","2023-04-09","2023-03-12","DE","15-34","seasonal_influenza",816,813,815,816,818,822,FALSE
"121","KIT-simple_nowcast","inc case","2023-04-09","2023-04-09","DE","35-59","seasonal_influenza",444,418,433,443,454,481,FALSE
