"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE","00-04","seasonal_influenza",456,423,440,453,468,506,FALSE
"9","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE","00-04","seasonal_influenza",461,449,454,459,466,484,FALSE
"17","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE","00-04","seasonal_influenza",368,361,364,367,371,382,FALSE
"25","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE","00-04","seasonal_influenza",304,300,302,303,305,311,FALSE
"33","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE","00-04","seasonal_influenza",261,259,259,260,261,264,FALSE
"41","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE","05-14","seasonal_influenza",1398,1279,1342,1388,1442,1575,FALSE
"49","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE","05-14","seasonal_influenza",1282,1226,1250,1273,1303,1389,FALSE
"57","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE","05-14","seasonal_influenza",973,939,953,967,986,1042,FALSE
"65","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE","05-14","seasonal_influenza",743,725,732,739,751,785,FALSE
"73","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE","05-14","seasonal_influenza",683,675,678,681,687,702,FALSE
"81","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE","15-34","seasonal_influenza",994,934,966,989,1017,1084,FALSE
"89","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE","15-34","seasonal_influenza",881,861,870,878,888,915,FALSE
"97","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE","15-34","seasonal_influenza",823,811,817,822,828,843,FALSE
"105","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE","15-34","seasonal_influenza",816,810,813,816,819,827,FALSE
"113","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE","15-34","seasonal_influenza",685,682,683,685,686,690,FALSE
"121","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE","35-59","seasonal_influenza",903,853,880,899,922,977,FALSE
"129","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE","35-59","seasonal_influenza",817,801,808,815,823,845,FALSE
"137","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE","35-59","seasonal_influenza",827,816,821,825,831,845,FALSE
"145","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE","35-59","seasonal_influenza",732,726,729,731,735,743,FALSE
"153","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE","35-59","seasonal_influenza",751,748,749,750,752,756,FALSE
"161","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE","60-79","seasonal_influenza",168,155,162,167,173,189,FALSE
"169","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE","60-79","seasonal_influenza",167,163,165,167,169,176,FALSE
"177","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE","60-79","seasonal_influenza",204,201,202,203,205,210,FALSE
"185","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE","60-79","seasonal_influenza",195,193,193,194,195,198,FALSE
"193","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE","60-79","seasonal_influenza",176,175,175,175,176,178,FALSE
"201","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE","80+","seasonal_influenza",66,61,63,66,69,77,FALSE
"209","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE","80+","seasonal_influenza",75,73,73,74,76,79,FALSE
"217","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE","80+","seasonal_influenza",114,113,113,114,115,118,FALSE
"225","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE","80+","seasonal_influenza",96,95,95,95,96,98,FALSE
"233","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE","80+","seasonal_influenza",106,106,106,106,107,108,FALSE
"241","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE","00+","seasonal_influenza",3947,3691,3825,3923,4043,4335,FALSE
"249","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE","00+","seasonal_influenza",3660,3578,3617,3650,3692,3804,FALSE
"257","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE","00+","seasonal_influenza",3296,3248,3271,3290,3315,3379,FALSE
"265","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE","00+","seasonal_influenza",2880,2853,2866,2876,2890,2924,FALSE
"273","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE","00+","seasonal_influenza",2659,2647,2653,2657,2663,2679,FALSE
"281","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE-BB","00+","seasonal_influenza",159,144,147,153,165,207,FALSE
"289","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE-BB","00+","seasonal_influenza",119,114,114,114,118,155,FALSE
"297","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE-BB","00+","seasonal_influenza",118,115,115,115,116,145,FALSE
"305","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE-BB","00+","seasonal_influenza",74,73,73,73,74,87,FALSE
"313","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE-BB","00+","seasonal_influenza",53,52,52,52,52,57,FALSE
"321","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE-BE","00+","seasonal_influenza",192,188,189,191,193,201,FALSE
"329","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE-BE","00+","seasonal_influenza",178,178,178,178,178,180,FALSE
"337","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE-BE","00+","seasonal_influenza",130,130,130,130,130,131,FALSE
"345","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE-BE","00+","seasonal_influenza",130,130,130,130,130,131,FALSE
"353","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE-BE","00+","seasonal_influenza",148,148,148,148,148,148,FALSE
"361","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE-BW","00+","seasonal_influenza",419,400,409,417,427,452,FALSE
"369","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE-BW","00+","seasonal_influenza",442,439,440,441,443,449,FALSE
"377","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE-BW","00+","seasonal_influenza",441,439,439,440,442,446,FALSE
"385","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE-BW","00+","seasonal_influenza",443,442,442,443,444,447,FALSE
"393","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE-BW","00+","seasonal_influenza",434,434,434,434,435,436,FALSE
"401","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE-BY","00+","seasonal_influenza",798,756,779,795,814,856,FALSE
"409","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE-BY","00+","seasonal_influenza",759,739,750,757,767,791,FALSE
"417","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE-BY","00+","seasonal_influenza",688,673,680,685,693,714,FALSE
"425","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE-BY","00+","seasonal_influenza",641,633,636,640,645,658,FALSE
"433","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE-BY","00+","seasonal_influenza",535,531,532,534,536,543,FALSE
"441","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE-HB","00+","seasonal_influenza",23,21,21,22,23,29,FALSE
"449","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE-HB","00+","seasonal_influenza",8,8,8,8,8,10,FALSE
"457","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE-HB","00+","seasonal_influenza",11,11,11,11,11,12,FALSE
"465","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE-HB","00+","seasonal_influenza",5,5,5,5,5,6,FALSE
"473","KIT-simple_nowcast","inc case","2023-03-26","2023-02-26","DE-HB","00+","seasonal_influenza",4,4,4,4,4,4,FALSE
"481","KIT-simple_nowcast","inc case","2023-03-26","2023-03-26","DE-HE","00+","seasonal_influenza",326,311,318,324,332,354,FALSE
"489","KIT-simple_nowcast","inc case","2023-03-26","2023-03-19","DE-HE","00+","seasonal_influenza",254,249,250,252,255,267,FALSE
"497","KIT-simple_nowcast","inc case","2023-03-26","2023-03-12","DE-HE","00+","seasonal_influenza",299,296,297,298,300,308,FALSE
"505","KIT-simple_nowcast","inc case","2023-03-26","2023-03-05","DE-HE","00+","seasonal_influenza",259,257,257,258,259,264,FALSE
