"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE","00-04","seasonal_influenza",86,79,83,85,89,96,FALSE
"9","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE","00-04","seasonal_influenza",111,108,109,111,113,117,FALSE
"17","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE","00-04","seasonal_influenza",175,173,174,175,176,180,FALSE
"25","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE","00-04","seasonal_influenza",208,207,207,208,209,211,FALSE
"33","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE","00-04","seasonal_influenza",263,262,262,262,263,265,FALSE
"41","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE","05-14","seasonal_influenza",162,149,156,161,167,182,FALSE
"49","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE","05-14","seasonal_influenza",184,178,180,183,186,196,FALSE
"57","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE","05-14","seasonal_influenza",224,220,221,223,226,233,FALSE
"65","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE","05-14","seasonal_influenza",307,304,305,306,308,313,FALSE
"73","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE","05-14","seasonal_influenza",544,543,543,544,545,549,FALSE
"81","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE","15-34","seasonal_influenza",159,147,154,159,164,175,FALSE
"89","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE","15-34","seasonal_influenza",217,210,214,217,219,226,FALSE
"97","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE","15-34","seasonal_influenza",276,271,274,276,278,284,FALSE
"105","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE","15-34","seasonal_influenza",357,353,355,356,358,362,FALSE
"113","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE","15-34","seasonal_influenza",390,388,388,389,390,393,FALSE
"121","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE","35-59","seasonal_influenza",126,114,121,125,130,142,FALSE
"129","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE","35-59","seasonal_influenza",197,191,194,197,200,208,FALSE
"137","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE","35-59","seasonal_influenza",281,276,278,280,283,288,FALSE
"145","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE","35-59","seasonal_influenza",357,354,356,357,359,363,FALSE
"153","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE","35-59","seasonal_influenza",451,450,450,451,452,454,FALSE
"161","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE","60-79","seasonal_influenza",35,31,33,35,37,41,FALSE
"169","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE","60-79","seasonal_influenza",53,51,52,53,54,57,FALSE
"177","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE","60-79","seasonal_influenza",70,69,69,70,71,74,FALSE
"185","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE","60-79","seasonal_influenza",77,76,76,77,77,79,FALSE
"193","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE","60-79","seasonal_influenza",77,77,77,77,78,79,FALSE
"201","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE","80+","seasonal_influenza",28,26,27,28,29,33,FALSE
"209","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE","80+","seasonal_influenza",27,26,26,26,27,28,FALSE
"217","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE","80+","seasonal_influenza",36,36,36,36,37,38,FALSE
"225","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE","80+","seasonal_influenza",46,46,46,46,46,47,FALSE
"233","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE","80+","seasonal_influenza",45,45,45,45,45,46,FALSE
"241","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE","00+","seasonal_influenza",595,551,575,592,611,658,FALSE
"249","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE","00+","seasonal_influenza",788,768,778,786,795,817,FALSE
"257","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE","00+","seasonal_influenza",1062,1048,1055,1061,1067,1083,FALSE
"265","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE","00+","seasonal_influenza",1351,1342,1347,1351,1355,1366,FALSE
"273","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE","00+","seasonal_influenza",1770,1765,1768,1769,1772,1778,FALSE
"281","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-BB","00+","seasonal_influenza",24,21,21,22,25,37,FALSE
"289","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-BB","00+","seasonal_influenza",19,18,18,18,19,30,FALSE
"297","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-BB","00+","seasonal_influenza",34,33,33,33,34,43,FALSE
"305","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-BB","00+","seasonal_influenza",45,44,44,44,44,50,FALSE
"313","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE-BB","00+","seasonal_influenza",43,43,43,43,43,45,FALSE
"321","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-BE","00+","seasonal_influenza",14,13,13,14,15,18,FALSE
"329","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-BE","00+","seasonal_influenza",31,31,31,31,32,34,FALSE
"337","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-BE","00+","seasonal_influenza",42,42,42,42,42,45,FALSE
"345","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-BE","00+","seasonal_influenza",58,58,58,58,58,60,FALSE
"353","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE-BE","00+","seasonal_influenza",77,77,77,77,77,78,FALSE
"361","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-BW","00+","seasonal_influenza",88,83,85,87,90,97,FALSE
"369","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-BW","00+","seasonal_influenza",100,99,99,99,100,103,FALSE
"377","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-BW","00+","seasonal_influenza",133,133,133,133,134,136,FALSE
"385","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-BW","00+","seasonal_influenza",184,184,184,184,184,186,FALSE
"393","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE-BW","00+","seasonal_influenza",217,217,217,217,217,218,FALSE
"401","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-BY","00+","seasonal_influenza",130,117,124,129,134,148,FALSE
"409","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-BY","00+","seasonal_influenza",173,165,168,172,176,186,FALSE
"417","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-BY","00+","seasonal_influenza",240,234,237,239,242,250,FALSE
"425","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-BY","00+","seasonal_influenza",318,314,316,317,319,325,FALSE
"433","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE-BY","00+","seasonal_influenza",443,441,442,442,443,446,FALSE
"441","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-HB","00+","seasonal_influenza",1,1,1,1,1,1,FALSE
"449","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-HB","00+","seasonal_influenza",2,2,2,2,2,2,FALSE
"457","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-HB","00+","seasonal_influenza",4,4,4,4,4,4,FALSE
"465","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-HB","00+","seasonal_influenza",6,6,6,6,6,6,FALSE
"473","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE-HB","00+","seasonal_influenza",8,8,8,8,8,8,FALSE
"481","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-HE","00+","seasonal_influenza",44,37,40,43,47,60,FALSE
"489","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-HE","00+","seasonal_influenza",59,54,54,57,61,79,FALSE
"497","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-HE","00+","seasonal_influenza",80,76,76,78,81,96,FALSE
"505","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-HE","00+","seasonal_influenza",131,128,128,129,131,143,FALSE
"513","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE-HE","00+","seasonal_influenza",133,132,132,132,133,139,FALSE
"521","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-HH","00+","seasonal_influenza",42,35,38,40,44,56,FALSE
"529","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-HH","00+","seasonal_influenza",68,64,65,67,69,76,FALSE
"537","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-HH","00+","seasonal_influenza",44,43,43,44,45,49,FALSE
"545","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-HH","00+","seasonal_influenza",79,78,78,78,79,83,FALSE
"553","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE-HH","00+","seasonal_influenza",42,42,42,42,42,44,FALSE
"561","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-MV","00+","seasonal_influenza",11,11,11,11,12,13,FALSE
"569","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-MV","00+","seasonal_influenza",9,9,9,9,9,9,FALSE
"577","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-MV","00+","seasonal_influenza",14,14,14,14,14,14,FALSE
"585","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-MV","00+","seasonal_influenza",24,24,24,24,24,24,FALSE
"593","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE-MV","00+","seasonal_influenza",26,26,26,26,26,26,FALSE
"601","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-NI","00+","seasonal_influenza",31,27,29,30,33,38,FALSE
"609","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-NI","00+","seasonal_influenza",45,45,45,45,46,48,FALSE
"617","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-NI","00+","seasonal_influenza",76,76,76,76,76,78,FALSE
"625","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-NI","00+","seasonal_influenza",64,64,64,64,64,65,FALSE
"633","KIT-simple_nowcast","inc case","2023-05-07","2023-04-09","DE-NI","00+","seasonal_influenza",101,101,101,101,101,102,FALSE
"641","KIT-simple_nowcast","inc case","2023-05-07","2023-05-07","DE-NW","00+","seasonal_influenza",82,71,77,81,85,96,FALSE
"649","KIT-simple_nowcast","inc case","2023-05-07","2023-04-30","DE-NW","00+","seasonal_influenza",110,105,107,110,113,120,FALSE
"657","KIT-simple_nowcast","inc case","2023-05-07","2023-04-23","DE-NW","00+","seasonal_influenza",184,179,181,183,186,192,FALSE
"665","KIT-simple_nowcast","inc case","2023-05-07","2023-04-16","DE-NW","00+","seasonal_influenza",237,234,235,236,238,244,FALSE
