"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2023-04-23","2023-04-23","DE","00-04","seasonal_influenza",177,163,170,176,182,197,FALSE
"9","KIT-simple_nowcast","inc case","2023-04-23","2023-04-16","DE","00-04","seasonal_influenza",212,205,208,211,214,222,FALSE
"17","KIT-simple_nowcast","inc case","2023-04-23","2023-04-09","DE","00-04","seasonal_influenza",261,257,259,261,263,270,FALSE
"25","KIT-simple_nowcast","inc case","2023-04-23","2023-04-02","DE","00-04","seasonal_influenza",395,392,393,395,396,401,FALSE
"33","KIT-simple_nowcast","inc case","2023-04-23","2023-03-26","DE","00-04","seasonal_influenza",452,451,451,452,453,456,FALSE
"41","KIT-simple_nowcast","inc case","2023-04-23","2023-04-23","DE","05-14","seasonal_influenza",225,204,215,223,232,255,FALSE
"49","KIT-simple_nowcast","inc case","2023-04-23","2023-04-16","DE","05-14","seasonal_influenza",315,302,307,313,320,341,FALSE
"57","KIT-simple_nowcast","inc case","2023-04-23","2023-04-09","DE","05-14","seasonal_influenza",549,538,542,547,553,572,FALSE
"65","KIT-simple_nowcast","inc case","2023-04-23","2023-04-02","DE","05-14","seasonal_influenza",926,919,921,924,929,944,FALSE
"73","KIT-simple_nowcast","inc case","2023-04-23","2023-03-26","DE","05-14","seasonal_influenza",1325,1321,1322,1324,1326,1334,FALSE
"81","KIT-simple_nowcast","inc case","2023-04-23","2023-04-23","DE","15-34","seasonal_influenza",279,258,270,278,287,308,FALSE
"89","KIT-simple_nowcast","inc case","2023-04-23","2023-04-16","DE","15-34","seasonal_influenza",364,353,358,363,368,381,FALSE
"97","KIT-simple_nowcast","inc case","2023-04-23","2023-04-09","DE","15-34","seasonal_influenza",393,384,388,392,396,408,FALSE
"105","KIT-simple_nowcast","inc case","2023-04-23","2023-04-02","DE","15-34","seasonal_influenza",702,695,698,701,704,713,FALSE
"113","KIT-simple_nowcast","inc case","2023-04-23","2023-03-26","DE","15-34","seasonal_influenza",997,993,995,996,998,1003,FALSE
"121","KIT-simple_nowcast","inc case","2023-04-23","2023-04-23","DE","35-59","seasonal_influenza",285,268,278,284,291,308,FALSE
"129","KIT-simple_nowcast","inc case","2023-04-23","2023-04-16","DE","35-59","seasonal_influenza",360,351,356,359,363,371,FALSE
"137","KIT-simple_nowcast","inc case","2023-04-23","2023-04-09","DE","35-59","seasonal_influenza",444,437,441,443,446,453,FALSE
"145","KIT-simple_nowcast","inc case","2023-04-23","2023-04-02","DE","35-59","seasonal_influenza",644,639,642,643,646,651,FALSE
"153","KIT-simple_nowcast","inc case","2023-04-23","2023-03-26","DE","35-59","seasonal_influenza",895,892,893,894,896,899,FALSE
"161","KIT-simple_nowcast","inc case","2023-04-23","2023-04-23","DE","60-79","seasonal_influenza",70,65,68,70,72,79,FALSE
"169","KIT-simple_nowcast","inc case","2023-04-23","2023-04-16","DE","60-79","seasonal_influenza",76,74,75,76,77,80,FALSE
"177","KIT-simple_nowcast","inc case","2023-04-23","2023-04-09","DE","60-79","seasonal_influenza",78,77,77,78,79,82,FALSE
"185","KIT-simple_nowcast","inc case","2023-04-23","2023-04-02","DE","60-79","seasonal_influenza",120,119,119,120,121,123,FALSE
"193","KIT-simple_nowcast","inc case","2023-04-23","2023-03-26","DE","60-79","seasonal_influenza",160,160,160,160,161,162,FALSE
"201","KIT-simple_nowcast","inc case","2023-04-23","2023-04-23","DE","80+","seasonal_influenza",36,34,35,36,38,41,FALSE
"209","KIT-simple_nowcast","inc case","2023-04-23","2023-04-16","DE","80+","seasonal_influenza",47,46,46,46,47,49,FALSE
"217","KIT-simple_nowcast","inc case","2023-04-23","2023-04-09","DE","80+","seasonal_influenza",44,44,44,44,45,46,FALSE
"225","KIT-simple_nowcast","inc case","2023-04-23","2023-04-02","DE","80+","seasonal_influenza",59,59,59,59,60,61,FALSE
"233","KIT-simple_nowcast","inc case","2023-04-23","2023-03-26","DE","80+","seasonal_influenza",66,66,66,66,66,67,FALSE
"241","KIT-simple_nowcast","inc case","2023-04-23","2023-04-23","DE","00+","seasonal_influenza",1067,996,1035,1062,1094,1169,FALSE
"249","KIT-simple_nowcast","inc case","2023-04-23","2023-04-16","DE","00+","seasonal_influenza",1369,1337,1354,1366,1381,1418,FALSE
"257","KIT-simple_nowcast","inc case","2023-04-23","2023-04-09","DE","00+","seasonal_influenza",1767,1743,1756,1765,1777,1804,FALSE
"265","KIT-simple_nowcast","inc case","2023-04-23","2023-04-02","DE","00+","seasonal_influenza",2845,2827,2836,2843,2851,2872,FALSE
