model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.25,q0.5,q0.75,q0.975,retrospective
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE,00-04,seasonal_influenza_survstat,3374,3185,3295,3364,3442,3616,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE,00-04,seasonal_influenza_survstat,1792,1749,1762,1781,1809,1899,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-20,DE,00-04,seasonal_influenza_survstat,935,918,923,930,941,980,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-13,DE,00-04,seasonal_influenza_survstat,603,596,597,600,606,629,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-06,DE,00-04,seasonal_influenza_survstat,362,360,360,361,363,373,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE,05-14,seasonal_influenza_survstat,10010,9037,9531,9908,10378,11557,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE,05-14,seasonal_influenza_survstat,5345,5154,5170,5235,5403,6148,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-20,DE,05-14,seasonal_influenza_survstat,2390,2347,2350,2365,2403,2577,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-13,DE,05-14,seasonal_influenza_survstat,1049,1035,1037,1042,1054,1101,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-06,DE,05-14,seasonal_influenza_survstat,677,673,675,676,679,685,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE,15-34,seasonal_influenza_survstat,7651,7202,7466,7631,7814,8219,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE,15-34,seasonal_influenza_survstat,3663,3540,3604,3651,3709,3852,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-20,DE,15-34,seasonal_influenza_survstat,1714,1665,1689,1708,1733,1796,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-13,DE,15-34,seasonal_influenza_survstat,943,922,932,940,952,983,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-06,DE,15-34,seasonal_influenza_survstat,613,605,608,611,616,630,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE,35-59,seasonal_influenza_survstat,6785,6422,6637,6769,6916,7236,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE,35-59,seasonal_influenza_survstat,3071,2955,3005,3052,3117,3297,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-20,DE,35-59,seasonal_influenza_survstat,1364,1322,1339,1356,1381,1450,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-13,DE,35-59,seasonal_influenza_survstat,765,748,754,761,772,805,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-06,DE,35-59,seasonal_influenza_survstat,465,460,462,464,467,474,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE,60-79,seasonal_influenza_survstat,2160,2039,2111,2155,2203,2310,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE,60-79,seasonal_influenza_survstat,964,944,956,963,970,987,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-20,DE,60-79,seasonal_influenza_survstat,402,393,397,401,405,417,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-13,DE,60-79,seasonal_influenza_survstat,268,264,266,267,269,274,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-06,DE,60-79,seasonal_influenza_survstat,152,151,151,152,153,155,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE,80+,seasonal_influenza_survstat,930,860,902,927,955,1016,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE,80+,seasonal_influenza_survstat,423,402,413,421,430,452,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-20,DE,80+,seasonal_influenza_survstat,157,149,153,156,160,168,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-13,DE,80+,seasonal_influenza_survstat,74,71,72,73,75,82,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-06,DE,80+,seasonal_influenza_survstat,76,75,75,76,77,80,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE,00+,seasonal_influenza_survstat,30922,29272,30252,30853,31518,32968,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE,00+,seasonal_influenza_survstat,15268,14862,15078,15233,15420,15874,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-20,DE,00+,seasonal_influenza_survstat,6969,6822,6894,6952,7025,7214,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-13,DE,00+,seasonal_influenza_survstat,3705,3647,3674,3697,3727,3807,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-06,DE,00+,seasonal_influenza_survstat,2348,2330,2339,2346,2355,2379,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE-BB,00+,seasonal_influenza_survstat,1207,1100,1126,1170,1249,1519,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE-BB,00+,seasonal_influenza_survstat,381,377,377,377,380,412,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-20,DE-BB,00+,seasonal_influenza_survstat,98,97,97,97,97,110,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-13,DE-BB,00+,seasonal_influenza_survstat,48,47,47,47,47,53,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-06,DE-BB,00+,seasonal_influenza_survstat,32,32,32,32,32,35,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE-BE,00+,seasonal_influenza_survstat,813,773,790,806,828,887,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE-BE,00+,seasonal_influenza_survstat,253,246,247,250,256,276,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-20,DE-BE,00+,seasonal_influenza_survstat,130,128,128,129,131,138,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-13,DE-BE,00+,seasonal_influenza_survstat,64,63,63,63,64,68,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-06,DE-BE,00+,seasonal_influenza_survstat,58,58,58,58,58,61,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-12-04,DE-BW,00+,seasonal_influenza_survstat,2312,2108,2209,2289,2389,2646,FALSE
KIT-simple_nowcast,inc case,2022-12-04,2022-11-27,DE-BW,00+,seasonal_influenza_survstat,1347,1309,1321,1338,1363,1442,FALSE
