"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-11-20","2022-11-20","DE","00-04","seasonal_influenza",940,865,907,935,968,1046,FALSE
"9","KIT-simple_nowcast","inc case","2022-11-20","2022-11-13","DE","00-04","seasonal_influenza",615,591,597,608,625,684,FALSE
"17","KIT-simple_nowcast","inc case","2022-11-20","2022-11-06","DE","00-04","seasonal_influenza",369,357,359,364,373,411,FALSE
"25","KIT-simple_nowcast","inc case","2022-11-20","2022-10-30","DE","00-04","seasonal_influenza",318,311,312,314,321,347,FALSE
"33","KIT-simple_nowcast","inc case","2022-11-20","2022-10-23","DE","00-04","seasonal_influenza",286,283,283,284,287,299,FALSE
"41","KIT-simple_nowcast","inc case","2022-11-20","2022-11-20","DE","05-14","seasonal_influenza",2292,2072,2177,2264,2377,2672,FALSE
"49","KIT-simple_nowcast","inc case","2022-11-20","2022-11-13","DE","05-14","seasonal_influenza",1057,1025,1025,1031,1058,1242,FALSE
"57","KIT-simple_nowcast","inc case","2022-11-20","2022-11-06","DE","05-14","seasonal_influenza",679,664,664,667,680,769,FALSE
"65","KIT-simple_nowcast","inc case","2022-11-20","2022-10-30","DE","05-14","seasonal_influenza",759,751,751,752,760,809,FALSE
"73","KIT-simple_nowcast","inc case","2022-11-20","2022-10-23","DE","05-14","seasonal_influenza",605,603,603,603,606,619,FALSE
"81","KIT-simple_nowcast","inc case","2022-11-20","2022-11-20","DE","15-34","seasonal_influenza",1686,1575,1638,1679,1726,1833,FALSE
"89","KIT-simple_nowcast","inc case","2022-11-20","2022-11-13","DE","15-34","seasonal_influenza",967,926,947,963,982,1029,FALSE
"97","KIT-simple_nowcast","inc case","2022-11-20","2022-11-06","DE","15-34","seasonal_influenza",623,599,611,620,631,662,FALSE
"105","KIT-simple_nowcast","inc case","2022-11-20","2022-10-30","DE","15-34","seasonal_influenza",545,530,536,542,550,573,FALSE
"113","KIT-simple_nowcast","inc case","2022-11-20","2022-10-23","DE","15-34","seasonal_influenza",483,477,480,482,486,497,FALSE
"121","KIT-simple_nowcast","inc case","2022-11-20","2022-11-20","DE","35-59","seasonal_influenza",1344,1282,1319,1342,1366,1418,FALSE
"129","KIT-simple_nowcast","inc case","2022-11-20","2022-11-13","DE","35-59","seasonal_influenza",782,744,761,777,796,850,FALSE
"137","KIT-simple_nowcast","inc case","2022-11-20","2022-11-06","DE","35-59","seasonal_influenza",475,455,464,472,484,515,FALSE
"145","KIT-simple_nowcast","inc case","2022-11-20","2022-10-30","DE","35-59","seasonal_influenza",440,427,431,436,445,475,FALSE
"153","KIT-simple_nowcast","inc case","2022-11-20","2022-10-23","DE","35-59","seasonal_influenza",376,371,372,374,377,392,FALSE
"161","KIT-simple_nowcast","inc case","2022-11-20","2022-11-20","DE","60-79","seasonal_influenza",415,387,403,413,425,450,FALSE
