"","model","target_type","forecast_date","target_end_date","location","age_group","pathogen","mean","q0.025","q0.25","q0.5","q0.75","q0.975","retrospective"
"1","KIT-simple_nowcast","inc case","2022-06-12","2022-06-12","DE","00-04","seasonal_influenza",96,68,78,89,107,160,FALSE
"9","KIT-simple_nowcast","inc case","2022-06-12","2022-06-05","DE","00-04","seasonal_influenza",111,90,91,96,115,211,FALSE
"17","KIT-simple_nowcast","inc case","2022-06-12","2022-05-29","DE","00-04","seasonal_influenza",156,137,137,139,155,281,FALSE
"25","KIT-simple_nowcast","inc case","2022-06-12","2022-05-22","DE","00-04","seasonal_influenza",228,210,210,210,220,366,FALSE
"33","KIT-simple_nowcast","inc case","2022-06-12","2022-05-15","DE","00-04","seasonal_influenza",281,266,266,268,281,370,FALSE
"41","KIT-simple_nowcast","inc case","2022-06-12","2022-06-12","DE","05-14","seasonal_influenza",163,127,145,159,177,222,FALSE
"49","KIT-simple_nowcast","inc case","2022-06-12","2022-06-05","DE","05-14","seasonal_influenza",203,173,185,197,215,267,FALSE
"57","KIT-simple_nowcast","inc case","2022-06-12","2022-05-29","DE","05-14","seasonal_influenza",329,300,310,322,340,395,FALSE
"65","KIT-simple_nowcast","inc case","2022-06-12","2022-05-22","DE","05-14","seasonal_influenza",681,655,664,674,691,742,FALSE
"73","KIT-simple_nowcast","inc case","2022-06-12","2022-05-15","DE","05-14","seasonal_influenza",799,780,788,795,806,836,FALSE
"81","KIT-simple_nowcast","inc case","2022-06-12","2022-06-12","DE","15-34","seasonal_influenza",229,188,208,224,245,299,FALSE
"89","KIT-simple_nowcast","inc case","2022-06-12","2022-06-05","DE","15-34","seasonal_influenza",318,288,300,312,330,381,FALSE
"97","KIT-simple_nowcast","inc case","2022-06-12","2022-05-29","DE","15-34","seasonal_influenza",269,244,253,264,279,326,FALSE
"105","KIT-simple_nowcast","inc case","2022-06-12","2022-05-22","DE","15-34","seasonal_influenza",524,500,507,517,534,592,FALSE
"113","KIT-simple_nowcast","inc case","2022-06-12","2022-05-15","DE","15-34","seasonal_influenza",556,537,540,548,563,619,FALSE
"121","KIT-simple_nowcast","inc case","2022-06-12","2022-06-12","DE","35-59","seasonal_influenza",126,97,108,120,138,191,FALSE
"129","KIT-simple_nowcast","inc case","2022-06-12","2022-06-05","DE","35-59","seasonal_influenza",162,143,146,154,169,229,FALSE
"137","KIT-simple_nowcast","inc case","2022-06-12","2022-05-29","DE","35-59","seasonal_influenza",175,158,159,165,180,245,FALSE
"145","KIT-simple_nowcast","inc case","2022-06-12","2022-05-22","DE","35-59","seasonal_influenza",323,308,309,315,328,386,FALSE
"153","KIT-simple_nowcast","inc case","2022-06-12","2022-05-15","DE","35-59","seasonal_influenza",325,313,314,319,329,371,FALSE
"161","KIT-simple_nowcast","inc case","2022-06-12","2022-06-12","DE","60-79","seasonal_influenza",49,39,43,47,53,69,FALSE
