model,target_type,forecast_date,target_end_date,location,age_group,pathogen,mean,q0.025,q0.25,q0.5,q0.75,q0.975,retrospective
KIT-simple_nowcast,inc case,2023-03-05,2023-03-05,DE,00-04,seasonal_influenza_survstat,319,289,304,316,331,368,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-26,DE,00-04,seasonal_influenza_survstat,266,256,261,265,270,285,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-19,DE,00-04,seasonal_influenza_survstat,255,249,252,255,258,266,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-12,DE,00-04,seasonal_influenza_survstat,220,217,219,220,222,226,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-05,DE,00-04,seasonal_influenza_survstat,188,187,187,188,189,192,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-03-05,DE,05-14,seasonal_influenza_survstat,784,712,751,778,810,889,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-26,DE,05-14,seasonal_influenza_survstat,700,671,684,695,711,753,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-19,DE,05-14,seasonal_influenza_survstat,596,580,587,593,602,626,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-12,DE,05-14,seasonal_influenza_survstat,519,510,514,517,522,536,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-05,DE,05-14,seasonal_influenza_survstat,330,327,328,329,331,336,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-03-05,DE,15-34,seasonal_influenza_survstat,841,778,811,835,864,936,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-26,DE,15-34,seasonal_influenza_survstat,700,683,691,698,706,727,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-19,DE,15-34,seasonal_influenza_survstat,643,633,638,642,646,658,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-12,DE,15-34,seasonal_influenza_survstat,571,566,568,571,573,580,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-05,DE,15-34,seasonal_influenza_survstat,509,507,508,509,511,514,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-03-05,DE,35-59,seasonal_influenza_survstat,773,721,748,769,793,853,FALSE
KIT-simple_nowcast,inc case,2023-03-05,2023-02-26,DE,35-59,seasonal_influenza_survstat,757,742,749,755,763,784,FALSE
